363,AHMAD FIRMANSYAH,ahmad468@gmail.com,08218860868,21/07/2018,AKTIF
370,surya wibowo,surya152@gmail.com,08230209945,2018-12-26,aktif
376,Ratna Hakim,ratna7@gmail.com,08235699023,15-09-2021,Suspend
380,WAHYU SARI,wahyu804@gmail.com,08211780782,19-02-2020,Suspend
381,Hendro Purnomo,hendro147@gmail.com,08532307681,17-01-2018,Suspend
382,Febri Wijaya,febri911@gmail.com,08128409435,01/04/2020,AKTIF
383,Wulan Setiawan,wulan688@gmail.com,08222241098,2023-10-07,Aktif
385,CITRA RAHAYU,citra56@gmail.com,08516299795,03-07-2021,PENDING
386,Wulan Wijaya,fitri956@gmail.com,08582171747,12/04/2023,Suspend
396,Sri Ramadhan,sri708@gmail.com,08138478189,29/12/2018,nonaktif
404,Agus Setiawan,agus689@gmail.com,08120618175,2020/06/17,AKTIF
405,fitri rahayu,fitri95@gmail.com,08583911192,2022/03/20,Pending
407,Fauzi Rahayu,fauzi341@gmail.com,08224271739,28/05/2022,nonaktiff
409,Maya Santoso,maya153@gmail.com,08116425690,2023/10/13,Suspend
410,Bambang Permana,bambang865@gmail.com,08533067198,10-01-2022,pending
411,Rudi Rahayu,rudi982@gmail.com,08238517432,2024-03-21,SUSPEND
412,Fitri Purnomo,fitri918@gmail.com,08237173203,2018/04/14,suspand
417,Hendra Rahayu,hendra344@gmail.com,08124262582,02/12/2022,Suspend
420,Febri Sari,febri627@gmail.com,08225608331,2023-12-12,non-aktif
424,Sari Wibowo,sari226@gmail.com,08529706239,07/02/2023,nonaktif
427,Eko Pratama,eko920@gmail.com,08510078068,06/04/2022,PENDING
433,Maya Permana,maya850@gmail.com,08528847951,02/11/2020,aktif
434,Rudi Sari,rudi980@gmail.com,08122412723,2023/11/03,aktif
443,Rizki Ramadhan,rizki91@gmail.com,08514628792,27/03/2020,PENDING
450,Hendro Hakim,hendro720@gmail.com,08517112075,2021/06/30,aktip
452,Nur Saputra,nur803@gmail.com,08120760310,05 Oct 2023,aktif
453,sri susanto,sri309@gmail.com,08121939325,2018-04-30,aktif
455,Lestari Sari,lestari551@gmail.com,08123875927,16/03/2019,PENDING
462,Wahyu Iskandar,wahyu779@gmail.com,08537734778,07 Dec 2020,aktiff
463,wulan hakim,wulan783@gmail.com,08511675677,2018-05-28,Aktif
466,Fajar Nugroho,fajar598@gmail.com,08236165565,2018/08/20,Aktif
467,Reza Purnomo,reza933@gmail.com,08221520850,2023/03/03,suspend
468,Nisa Firmansyah,nisa274@gmail.com,08529056965,2024-06-03,PENDING
481,Indah Saputra,indah281@gmail.com,08527656124,2023-09-05,aktiff
482,Febri Hakim,febri465@gmail.com,08112720634,09 Jul 2021,aktif
499,Reza Firmansyah,reza583@gmail.com,08531081866,01/23/2019,nonaktiff
500,Nisa Susanto,nisa600@gmail.com,08530172260,12/08/2018,suspend
502,wulan santoso,wulan120@gmail.com,08137769749,01-12-2024,pending
503,RUDI PURNOMO,rudi139@gmail.com,08211030372,09/17/2020,panding
511,Mega Setiawan,mega788@gmail.com,08534289107,2023-02-16,SUSPEND
512,Galih Iskandar,galih971@gmail.com,08530812135,2019/10/06,AKTIF
513,Maya Firmansyah,maya892@gmail.com,08135521376,27/01/2018,PENDING
514,Citra Setiawan,citra176@gmail.com,08225653286,23/07/2020,Pending
516,dian saputra,dian778@gmail.com,08139084668,2021/05/31,pending
518,Rudi Wibowo,rudi87@gmail.com,08535628843,16 Jan 2019,Nonaktif
519,Hendro Setiawan,hendro164@gmail.com,08118943468,2019/03/29,aktif
520,Fajar Susanto,fajar363@gmail.com,08111749075,2020/08/25,suspand
525,Sri Kusuma,sri297@gmail.com,08532154544,2023-06-14,Pending
531,Eko Rahayu,eko957@gmail.com,08236260856,2020-11-19,aktif
532,andi hAkim,andi400@gmail.com,08232654610,09/04/2020,Pending
533,Eko Hidayat,fajar598@gmail.com,08511405786,09/26/2018,aktif
537,Nisa Wijaya,nisa405@gmail.com,08138463985,2021/11/04,Aktif
545,rizki kusuma,rizki443@gmail.com,08585431735,11-08-2018,Nonaktif
547,Muhammad Rahayu,muhammad453@gmail.com,08229611080,04/22/2021,nonaktif
551,Putri Purnomo,fajar350@gmail.com,08137495450,22 Oct 2023,nonaktiff
564,Muhammad Hakim,rizki751@gmail.com,08225669078,09/04/2019,Aktif
567,indah ramadhan,indah805@gmail.com,08132599996,11/04/2022,Suspend
568,Rizki Hakim,rizki487@gmail.com,08239741218,2019-12-29,PENDING
569,febri permana,febri204@gmail.com,08514334817,24-08-2018,Nonaktif
574,AGUS RAMADHAN,agus716@gmail.com,08212484137,12 Aug 2022,aktif
578,RUDI SARI,rudi782@gmail.com,08222752308,06/04/2020,pending
587,Bagas Setiawan,bagas553@gmail.com,08213968527,2018-01-25,suspend
598,Lestari Wijaya,lestari284@gmail.com,08230937710,08-09-2018,Pending
599,Budi Ramadhan,budi43@gmail.com,08218069847,23-04-2023,NON AKTIF
602,Indah Santoso,indah895@gmail.com,08237397691,11/27/2021,Suspend
612,Hendra Wibowo,hendra201@gmail.com,08239126620,29-01-2019,SUSPEND
614,Febri Sari,febri385@gmail.com,08526475011,2018-12-05,Nonaktif
617,Wulan Kusuma,wulan213@gmail.com,08139208751,10/06/2018,Nonaktif
618,Dian Wijaya,dian872@gmail.com,08121845826,01/01/2018,AKTIF
624,Yuni Hartono,yuni802@gmail.com,08138497185,01-06-2024,Nonaktif
632,Hendro Firmansyah,hendro421@gmail.com,08520243765,10-05-2021,nonaktif
634,Muhammad Hartono,muhammad340@gmail.com,08133741678,2023/07/23,pending
636,Bagas Saputra,bagas756@gmail.com,08517447163,04/12/2024,pending
638,RINA HIDAYAT,rina411@gmail.com,08223260931,07/28/2018,nonaktif
640,Reza Setiawan,reza187@gmail.com,08110534749,02/17/2019,Aktif
641,Bambang Nugroho,bambang115@gmail.com,08118255598,12-10-2024,Aktif
642,Fauzi Wibowo,fauzi90@gmail.com,08139109337,2019-02-09,Suspend
651,Sri Santoso,sri660@gmail.com,08133142900,12 Mar 2019,pending
653,wulan kusuma,wulan46@gmail.com,08534186203,09/04/2018,nonaktif
654,Rina Nugroho,budi226@gmail.com,08127213145,09 Nov 2018,aktiff
663,BUDI PURNOMO,budi62@gmail.com,08582820667,2024/03/19,PENDING
667,Wahyu Wibowo,wahyu654@gmail.com,08214199097,2018-07-07,AKTIF
672,Wahyu Hakim,wahyu817@gmail.com,08521752421,21 Feb 2021,aktip
674,Sari Firmansyah,sari899@gmail.com,08580380214,20/03/2022,Nonaktif
675,Rizki Hidayat,rizki474@gmail.com,08237787112,03/20/2019,Pending
690,Surya Sari,surya209@gmail.com,08120609209,2024-02-05,Nonaktif
694,maYA SArI,maya560@gmail.com,08138413908,05 Apr 2018,Nonaktif
697,eKo Purnomo,eko920@gmail.com,08522084964,2024/10/09,Suspend
705,Fitri Nugroho,fitri551@gmail.com,08114010414,2021/09/10,non-aktif
712,Bagas Rahayu,bagas379@gmail.com,08116634362,30-08-2024,Nonaktif
713,Bambang Firmansyah,bambang698@gmail.com,08211310094,2020-09-04,Nonaktif
731,SRI FIRMANSYAH,sri210@gmail.com,08520876014,07/16/2022,suspand
741,Budi Nugroho,indah916@gmail.com,08125287339,25 Apr 2023,aktiff
742,Galih Hakim,lestari284@gmail.com,08526619128,2021-05-06,aktif
743,Yuni Rahayu,yuni339@gmail.com,08214465124,03 Nov 2018,Nonaktif
748,TEGUH HAKIM,teguh449@gmail.com,08585535603,2020-08-08,NON AKTIF
759,hendra saputra,hendra962@gmail.com,08229851724,05-02-2021,suspend
771,Galih Kusuma,galih47@gmail.com,08237676472,2020/01/22,Pending
775,Ahmad Hakim,ahmad200@gmail.com,08520534967,04/11/2023,PENDING
776,Lestari Kusuma,lestari942@gmail.com,08526741241,2021-12-19,pending
778,Surya Rahayu,surya643@gmail.com,08212963347,09/13/2019,PENDING
779,BAMBANG PURNOMO,bambang651@gmail.com,08533061789,2020/05/04,Aktif
793,Doni Permana,doni880@gmail.com,08126162028,13/05/2019,Aktif
797,Budi Purnomo,budi205@gmail.com,08537510979,2019-10-03,aktiff
801,BUDI SETIAWAN,budi994@gmail.com,08138767548,26/04/2019,Nonaktif
804,Fitri Hartono,fitri956@gmail.com,08217583094,2021-09-07,suspend
807,Sri Rahayu,sri728@gmail.com,08231843905,2021/07/20,Aktif
820,Agus Hidayat,agus448@gmail.com,08212850725,02/14/2019,Nonaktif
823,Budi Iskandar,budi408@gmail.com,08212730346,16-01-2019,nonaktif
826,Agus Saputra,agus393@gmail.com,08130594389,02/07/2023,aktif
833,Rizki Iskandar,rudi961@gmail.com,08529695867,2024-04-03,aktiff
836,Nisa Saputra,nisa784@gmail.com,08228736826,2024-10-22,aktif
840,Yuni Pratama,yuni516@gmail.com,08589605932,2024/05/20,nonaktif
842,Indah Pratama,indah916@gmail.com,08219773973,12/26/2019,Nonaktif
845,Ratna Laksono,ratna128@gmail.com,08134912565,05/08/2019,Pending
846,HENDRA SUSANTO,hendra658@gmail.com,08527345475,2023/01/19,Aktif
852,Rudi Kusuma,rudi520@gmail.com,08228881079,12/11/2023,Aktif
867,Mega Susanto,mega956@gmail.com,08131666708,04 Sep 2018,aktip
870,Lestari Santoso,lestari400@gmail.com,08113562439,30 Aug 2021,nonaktif
872,Ahmad Pratama,ahmad978@gmail.com,08235333426,15/01/2021,Suspend
879,PUTRI HIDAYAT,putri68@gmail.com,08527687290,06/29/2021,nonaktif
881,Rina Hidayat,rina762@gmail.com,08514913342,18-05-2021,pending
895,Febri Saputra,febri736@gmail.com,08237798066,16/04/2018,Nonaktif
898,Yuni Setiawan,febri970@gmail.com,08515972634,12-06-2023,aktiff
900,Rudi Iskandar,rudi204@gmail.com,08129642585,14/06/2022,Suspend
901,Andi Purnomo,andi995@gmail.com,08233703824,04/18/2018,Aktif
906,Dian Santoso,dian573@gmail.com,08237215149,2020/10/29,aktif
911,Rudi Wibowo,rudi663@gmail.com,08237184090,2024-03-31,pending
912,andi sari,andi542@gmail.com,08115640995,12/10/2018,Aktif
920,Hendra Ramadhan,hendra16@gmail.com,08513140352,17/05/2022,aktip
921,RUdI RAhAYU,rudi420@gmail.com,08516643749,2018/02/12,pending
928,indah nugroho,indah924@gmail.com,08210609069,06/05/2019,Pending
941,fAJaR susanTO,fajar470@gmail.com,08238029090,05/24/2021,Aktif
944,Rina Ramadhan,rina798@gmail.com,08120059129,2023/03/03,suspend
949,Rizki Permana,rizki751@gmail.com,08586170159,2022/01/20,pending
955,Bambang Wibowo,bambang651@gmail.com,08135496919,15 Jun 2019,AKTIF
959,Fitri Susanto,fitri373@gmail.com,08523305597,20/04/2024,Pending
961,Ayu Saputra,ayu874@gmail.com,08224324006,19-11-2018,nonaktif
963,Eko Pratama,eko18@gmail.com,08115875256,2024-03-03,non-aktif
973,TEGUH NUGROHO,teguh428@gmail.com,08220142473,2019/05/08,pending
974,sItI peRmAna,siti387@gmail.com,08117676209,2018/06/30,aktif
976,Bambang Hidayat,bambang761@gmail.com,08225195778,03-11-2019,nonaktiff
982,Ratna Kusuma,ratna938@gmail.com,08223643813,2018-04-07,aktif
985,Nur Permana,nur95@gmail.com,08211765397,21-05-2018,AKTIF
986,Maya Wibowo,maya98@gmail.com,08139087182,13-03-2023,pending
988,Teguh Kusuma,teguh992@gmail.com,08217730626,29-06-2018,Aktif
990,Teguh Santoso,fitri513@gmail.com,08531670468,2022-09-26,aktif
993,Rudi Santoso,rudi523@gmail.com,08128498042,01/08/2021,suspend
